file_date,date,package,n_unique,n_total
2021-08-26,2021-08-26,A3,30,34
2021-08-26,2021-08-26,aaSEA,14,20
2021-08-26,2021-08-26,AATtools,12,12
2021-08-26,2021-08-26,ABACUS,19,21
2021-08-26,2021-08-26,abbyyR,15,15
2021-08-26,2021-08-26,abc,35,45
2021-08-26,2021-08-26,abc.data,38,45
2021-08-26,2021-08-26,ABC.RAP,12,12
2021-08-26,2021-08-26,abcADM,11,11
2021-08-26,2021-08-26,ABCanalysis,15,17
2021-08-26,2021-08-26,abcdeFBA,13,16
2021-08-26,2021-08-26,ABCoptim,14,14
2021-08-26,2021-08-26,ABCp2,13,13
2021-08-26,2021-08-26,abcrf,13,15
2021-08-26,2021-08-26,abcrlda,9,9
2021-08-26,2021-08-26,abctools,17,17
2021-08-26,2021-08-26,abd,37,41
2021-08-26,2021-08-26,abdiv,10,10
2021-08-26,2021-08-26,abe,14,14
2021-08-26,2021-08-26,abess,14,16
2021-08-26,2021-08-26,abf2,11,11
2021-08-26,2021-08-26,abglasso,8,8
2021-08-26,2021-08-26,ABHgenotypeR,10,10
2021-08-26,2021-08-26,abind,7078,11228
2021-08-26,2021-08-26,abjutils,15,16
2021-08-26,2021-08-26,abn,15,20
2021-08-26,2021-08-26,abnormality,9,9
2021-08-26,2021-08-26,abodOutlier,13,13
2021-08-26,2021-08-26,ABPS,13,13
2021-08-26,2021-08-26,AbsFilterGSEA,1,1
2021-08-26,2021-08-26,AbSim,1,1
2021-08-26,2021-08-26,abstr,18,24
2021-08-26,2021-08-26,abstractr,13,14
2021-08-26,2021-08-26,abtest,25,41
2021-08-26,2021-08-26,abundant,3,3
2021-08-26,2021-08-26,Ac3net,12,12
2021-08-26,2021-08-26,ACA,10,10
2021-08-26,2021-08-26,academictwitteR,27,35
2021-08-26,2021-08-26,acc,10,10
2021-08-26,2021-08-26,accelerometry,17,23
2021-08-26,2021-08-26,accelmissing,14,14
2021-08-26,2021-08-26,accept,8,8
2021-08-26,2021-08-26,AcceptanceSampling,14,14
2021-08-26,2021-08-26,ACCLMA,2,2
2021-08-26,2021-08-26,accrual,13,13
2021-08-26,2021-08-26,accSDA,12,12
2021-08-26,2021-08-26,accucor,11,12
2021-08-26,2021-08-26,accuracy,1,1
2021-08-26,2021-08-26,ACD,15,15
2021-08-26,2021-08-26,ACDm,9,10
2021-08-26,2021-08-26,ace2fastq,12,16
2021-08-26,2021-08-26,acebayes,10,10
2021-08-26,2021-08-26,aceEditor,10,10
2021-08-26,2021-08-26,acepack,186,252
2021-08-26,2021-08-26,ACEsearch,10,10
2021-08-26,2021-08-26,ACEt,11,11
2021-08-26,2021-08-26,acfMPeriod,10,10
2021-08-26,2021-08-26,acid,12,131
2021-08-26,2021-08-26,acled.api,12,15
2021-08-26,2021-08-26,acmeR,10,10
2021-08-26,2021-08-26,ACNE,11,14
2021-08-26,2021-08-26,acnr,12,13
2021-08-26,2021-08-26,acopula,9,9
2021-08-26,2021-08-26,AcousticNDLCodeR,10,10
2021-08-26,2021-08-26,acp,12,12
2021-08-26,2021-08-26,aCRM,9,9
2021-08-26,2021-08-26,acroname,9,9
2021-08-26,2021-08-26,AcrossTic,10,10
2021-08-26,2021-08-26,acrt,10,10
2021-08-26,2021-08-26,acs,36,40
2021-08-26,2021-08-26,ACSNMineR,10,10
