file_date,date,package,n_unique,n_total
2021-10-16,2021-10-16,A3,17,27
2021-10-16,2021-10-16,aaMI,1,1
2021-10-16,2021-10-16,aaSEA,7,8
2021-10-16,2021-10-16,AATtools,4,4
2021-10-16,2021-10-16,ABACUS,6,6
2021-10-16,2021-10-16,abbyyR,3,3
2021-10-16,2021-10-16,abc,15,36
2021-10-16,2021-10-16,abc.data,16,33
2021-10-16,2021-10-16,ABC.RAP,6,6
2021-10-16,2021-10-16,abcADM,1,1
2021-10-16,2021-10-16,ABCanalysis,7,7
2021-10-16,2021-10-16,abcdeFBA,3,3
2021-10-16,2021-10-16,ABCoptim,5,5
2021-10-16,2021-10-16,ABCp2,4,4
2021-10-16,2021-10-16,abcrf,4,6
2021-10-16,2021-10-16,abcrlda,6,6
2021-10-16,2021-10-16,abctools,3,3
2021-10-16,2021-10-16,abd,18,25
2021-10-16,2021-10-16,abdiv,6,10
2021-10-16,2021-10-16,abe,3,6
2021-10-16,2021-10-16,abemus,1,1
2021-10-16,2021-10-16,abess,4,5
2021-10-16,2021-10-16,abf2,7,7
2021-10-16,2021-10-16,abglasso,1,1
2021-10-16,2021-10-16,ABHgenotypeR,7,7
2021-10-16,2021-10-16,abind,4869,7465
2021-10-16,2021-10-16,abjutils,5,5
2021-10-16,2021-10-16,abn,18,23
2021-10-16,2021-10-16,abnormality,3,3
2021-10-16,2021-10-16,ABPS,1,1
2021-10-16,2021-10-16,AbsFilterGSEA,1,1
2021-10-16,2021-10-16,AbSim,2,2
2021-10-16,2021-10-16,abstr,3,3
2021-10-16,2021-10-16,abstractr,5,5
2021-10-16,2021-10-16,abtest,17,18
2021-10-16,2021-10-16,abundant,4,4
2021-10-16,2021-10-16,Ac3net,1,1
2021-10-16,2021-10-16,ACA,3,3
2021-10-16,2021-10-16,academictwitteR,11,16
2021-10-16,2021-10-16,acc,4,4
2021-10-16,2021-10-16,accelerometry,6,7
2021-10-16,2021-10-16,accelmissing,8,8
2021-10-16,2021-10-16,accept,6,6
2021-10-16,2021-10-16,AcceptanceSampling,7,7
2021-10-16,2021-10-16,ACCLMA,1,1
2021-10-16,2021-10-16,accrual,1,1
2021-10-16,2021-10-16,accrued,3,3
2021-10-16,2021-10-16,accSDA,6,7
2021-10-16,2021-10-16,accucor,4,4
2021-10-16,2021-10-16,ACD,3,3
2021-10-16,2021-10-16,ACDm,2,2
2021-10-16,2021-10-16,ace2fastq,3,3
2021-10-16,2021-10-16,acebayes,1,1
2021-10-16,2021-10-16,aceEditor,3,3
2021-10-16,2021-10-16,acepack,105,198
2021-10-16,2021-10-16,ACEsearch,3,3
2021-10-16,2021-10-16,ACEt,3,3
2021-10-16,2021-10-16,acfMPeriod,8,9
2021-10-16,2021-10-16,aCGH.Spline,3,3
2021-10-16,2021-10-16,acid,6,22
2021-10-16,2021-10-16,acled.api,3,3
2021-10-16,2021-10-16,ACMEeqtl,2,2
2021-10-16,2021-10-16,acmeR,4,4
2021-10-16,2021-10-16,acnr,7,8
2021-10-16,2021-10-16,acopula,2,2
2021-10-16,2021-10-16,AcousticNDLCodeR,4,4
2021-10-16,2021-10-16,acp,4,4
2021-10-16,2021-10-16,aCRM,2,2
2021-10-16,2021-10-16,AcrossTic,2,2
2021-10-16,2021-10-16,acrt,3,3
2021-10-16,2021-10-16,acs,24,29
2021-10-16,2021-10-16,ACSNMineR,4,4
2021-10-16,2021-10-16,acss,11,20
2021-10-16,2021-10-16,acss.data,12,26
2021-10-16,2021-10-16,ACSWR,6,6
2021-10-16,2021-10-16,act,6,6
2021-10-16,2021-10-16,ACTCD,2,3
