file_date,date,package,n_unique,n_total
2022-01-23,2022-01-23,A3,22,24
2022-01-23,2022-01-23,aaSEA,11,11
2022-01-23,2022-01-23,AATtools,11,11
2022-01-23,2022-01-23,aba,8,8
2022-01-23,2022-01-23,ABACUS,9,9
2022-01-23,2022-01-23,abbreviate,10,10
2022-01-23,2022-01-23,abbyyR,11,11
2022-01-23,2022-01-23,abc,14,60
2022-01-23,2022-01-23,abc.data,19,66
2022-01-23,2022-01-23,ABC.RAP,8,8
2022-01-23,2022-01-23,abcADM,8,8
2022-01-23,2022-01-23,ABCanalysis,9,9
2022-01-23,2022-01-23,abcdeFBA,8,8
2022-01-23,2022-01-23,ABCoptim,13,13
2022-01-23,2022-01-23,ABCp2,8,8
2022-01-23,2022-01-23,abcrf,15,21
2022-01-23,2022-01-23,abcrlda,7,7
2022-01-23,2022-01-23,abctools,8,8
2022-01-23,2022-01-23,abd,23,47
2022-01-23,2022-01-23,abdiv,9,9
2022-01-23,2022-01-23,abe,8,8
2022-01-23,2022-01-23,abess,11,12
2022-01-23,2022-01-23,abf2,10,10
2022-01-23,2022-01-23,abglasso,7,7
2022-01-23,2022-01-23,ABHgenotypeR,9,9
2022-01-23,2022-01-23,abind,4009,7343
2022-01-23,2022-01-23,abjutils,8,8
2022-01-23,2022-01-23,abn,13,15
2022-01-23,2022-01-23,abnormality,7,7
2022-01-23,2022-01-23,abodOutlier,11,11
2022-01-23,2022-01-23,ABPS,8,8
2022-01-23,2022-01-23,abstr,11,11
2022-01-23,2022-01-23,abstractr,11,11
2022-01-23,2022-01-23,abtest,15,16
2022-01-23,2022-01-23,abundant,10,10
2022-01-23,2022-01-23,Ac3net,7,7
2022-01-23,2022-01-23,ACA,10,11
2022-01-23,2022-01-23,academictwitteR,24,36
2022-01-23,2022-01-23,acc,11,11
2022-01-23,2022-01-23,acca,10,10
2022-01-23,2022-01-23,accelerometry,11,11
2022-01-23,2022-01-23,accelmissing,8,9
2022-01-23,2022-01-23,accept,7,7
2022-01-23,2022-01-23,AcceptanceSampling,9,9
2022-01-23,2022-01-23,ACCLMA,2,2
2022-01-23,2022-01-23,accrual,8,8
2022-01-23,2022-01-23,accrued,2,2
2022-01-23,2022-01-23,accSDA,8,8
2022-01-23,2022-01-23,accucor,11,11
2022-01-23,2022-01-23,ACD,8,8
2022-01-23,2022-01-23,ACDC,9,9
2022-01-23,2022-01-23,ACDm,9,9
2022-01-23,2022-01-23,ace2fastq,9,9
