file_date,date,package,n_unique,n_total
2021-12-24,2021-12-24,A3,30,55
2021-12-24,2021-12-24,aaSEA,10,16
2021-12-24,2021-12-24,AATtools,13,16
2021-12-24,2021-12-24,aba,11,40
2021-12-24,2021-12-24,ABACUS,10,18
2021-12-24,2021-12-24,abbreviate,9,53
2021-12-24,2021-12-24,abbyyR,16,24
2021-12-24,2021-12-24,abc,26,89
2021-12-24,2021-12-24,abc.data,28,102
2021-12-24,2021-12-24,ABC.RAP,16,25
2021-12-24,2021-12-24,abcADM,11,17
2021-12-24,2021-12-24,ABCanalysis,17,44
2021-12-24,2021-12-24,abcdeFBA,16,25
2021-12-24,2021-12-24,ABCoptim,29,71
2021-12-24,2021-12-24,ABCp2,13,23
2021-12-24,2021-12-24,abcrf,14,25
2021-12-24,2021-12-24,abcrlda,12,26
2021-12-24,2021-12-24,abctools,13,22
2021-12-24,2021-12-24,abd,30,46
2021-12-24,2021-12-24,abdiv,15,21
2021-12-24,2021-12-24,abe,11,44
2021-12-24,2021-12-24,abess,15,29
2021-12-24,2021-12-24,abf2,12,27
2021-12-24,2021-12-24,abglasso,14,26
2021-12-24,2021-12-24,ABHgenotypeR,13,22
2021-12-24,2021-12-24,abind,4328,7152
2021-12-24,2021-12-24,abjutils,13,22
2021-12-24,2021-12-24,abmR,2,7
2021-12-24,2021-12-24,abn,4,10
2021-12-24,2021-12-24,abnormality,10,16
2021-12-24,2021-12-24,abodOutlier,14,23
2021-12-24,2021-12-24,ABPS,16,24
2021-12-24,2021-12-24,AbsFilterGSEA,3,8
2021-12-24,2021-12-24,AbSim,3,7
2021-12-24,2021-12-24,abstr,13,22
2021-12-24,2021-12-24,abstractr,13,19
2021-12-24,2021-12-24,abtest,13,30
2021-12-24,2021-12-24,abundant,2,7
2021-12-24,2021-12-24,Ac3net,11,17
2021-12-24,2021-12-24,ACA,11,25
2021-12-24,2021-12-24,academictwitteR,14,27
2021-12-24,2021-12-24,acc,12,22
2021-12-24,2021-12-24,accelerometry,16,24
2021-12-24,2021-12-24,accelmissing,15,25
2021-12-24,2021-12-24,accept,13,23
2021-12-24,2021-12-24,AcceptanceSampling,15,36
2021-12-24,2021-12-24,ACCLMA,1,6
2021-12-24,2021-12-24,accrual,12,21
2021-12-24,2021-12-24,accrued,6,11
2021-12-24,2021-12-24,accSDA,10,18
2021-12-24,2021-12-24,accucor,9,17
2021-12-24,2021-12-24,accuracy,1,1
2021-12-24,2021-12-24,ACD,9,23
2021-12-24,2021-12-24,ACDm,13,21
2021-12-24,2021-12-24,ace2fastq,12,17
2021-12-24,2021-12-24,acebayes,14,23
2021-12-24,2021-12-24,aceEditor,8,13
2021-12-24,2021-12-24,acepack,86,115
2021-12-24,2021-12-24,ACEsearch,10,15
2021-12-24,2021-12-24,ACEt,11,21
2021-12-24,2021-12-24,acfMPeriod,9,14
2021-12-24,2021-12-24,acid,10,81
2021-12-24,2021-12-24,acled.api,8,16
2021-12-24,2021-12-24,acm4r,3,8
2021-12-24,2021-12-24,ACMEeqtl,1,1
2021-12-24,2021-12-24,acmeR,13,21
2021-12-24,2021-12-24,ACNE,11,22
2021-12-24,2021-12-24,acnr,19,27
2021-12-24,2021-12-24,acopula,12,19
2021-12-24,2021-12-24,AcousticNDLCodeR,15,22
2021-12-24,2021-12-24,acp,15,24
2021-12-24,2021-12-24,aCRM,12,20
2021-12-24,2021-12-24,acroname,9,14
2021-12-24,2021-12-24,AcrossTic,12,20
2021-12-24,2021-12-24,acrt,12,20
2021-12-24,2021-12-24,acs,32,48
2021-12-24,2021-12-24,ACSNMineR,3,8
2021-12-24,2021-12-24,acss,17,34
2021-12-24,2021-12-24,acss.data,21,49
2021-12-24,2021-12-24,ACSWR,12,20
2021-12-24,2021-12-24,act,9,17
2021-12-24,2021-12-24,ACTCD,10,17
2021-12-24,2021-12-24,ActCR,10,15
2021-12-24,2021-12-24,actel,9,14
2021-12-24,2021-12-24,ActFrag,11,16
2021-12-24,2021-12-24,Actigraphy,4,8
2021-12-24,2021-12-24,activatr,9,11
2021-12-24,2021-12-24,ActiveDriver,10,18
2021-12-24,2021-12-24,ActiveDriverWGS,12,21
2021-12-24,2021-12-24,activegp,9,20
2021-12-24,2021-12-24,ActivePathways,11,25
2021-12-24,2021-12-24,activity,14,26
2021-12-24,2021-12-24,activityCounts,10,17
2021-12-24,2021-12-24,activityGCMM,11,21
2021-12-24,2021-12-24,ActivityIndex,10,15
2021-12-24,2021-12-24,activPAL,11,16
2021-12-24,2021-12-24,activpalProcessing,2,7
2021-12-24,2021-12-24,actogrammr,12,20
2021-12-24,2021-12-24,actuar,67,96
2021-12-24,2021-12-24,actuaryr,15,22
2021-12-24,2021-12-24,ActuDistns,1,1
2021-12-24,2021-12-24,AcuityView,12,20
2021-12-24,2021-12-24,acumos,9,56
2021-12-24,2021-12-24,ada,301,404
2021-12-24,2021-12-24,adabag,78,98
2021-12-24,2021-12-24,adagio,24,41
2021-12-24,2021-12-24,adamethods,13,20
2021-12-24,2021-12-24,AdapEnetClass,10,18
2021-12-24,2021-12-24,adapr,3,8
2021-12-24,2021-12-24,AdapSamp,11,18
2021-12-24,2021-12-24,adapt4pv,8,16
2021-12-24,2021-12-24,adaptalint,9,14
2021-12-24,2021-12-24,adaptDiag,8,16
2021-12-24,2021-12-24,AdaptFit,6,11
2021-12-24,2021-12-24,AdaptFitOS,10,17
2021-12-24,2021-12-24,AdaptGauss,18,25
2021-12-24,2021-12-24,adaptiveGPCA,13,20
2021-12-24,2021-12-24,AdaptiveSparsity,12,18
2021-12-24,2021-12-24,adaptivetau,15,28
2021-12-24,2021-12-24,adaptMCMC,16,25
2021-12-24,2021-12-24,adaptMT,10,15
2021-12-24,2021-12-24,ADAPTS,9,17
2021-12-24,2021-12-24,adaptsmoFMRI,10,18
2021-12-24,2021-12-24,adaptTest,13,22
2021-12-24,2021-12-24,AdaSampling,10,15
2021-12-24,2021-12-24,adass,9,17
2021-12-24,2021-12-24,ADCT,10,18
2021-12-24,2021-12-24,add2ggplot,10,15
2021-12-24,2021-12-24,addhaz,10,17
2021-12-24,2021-12-24,addhazard,11,34
2021-12-24,2021-12-24,addinsJoaoMelo,11,13
2021-12-24,2021-12-24,addinslist,17,27
2021-12-24,2021-12-24,addinsOutline,9,14
2021-12-24,2021-12-24,additive,7,15
2021-12-24,2021-12-24,additiveDEA,10,18
2021-12-24,2021-12-24,additivityTests,56,103
2021-12-24,2021-12-24,addreg,8,16
2021-12-24,2021-12-24,addScales,7,9
2021-12-24,2021-12-24,ADDT,8,16
2021-12-24,2021-12-24,ade4,371,1090
2021-12-24,2021-12-24,ade4TkGUI,44,61
2021-12-24,2021-12-24,adea,8,25
2021-12-24,2021-12-24,adeba,2,6
2021-12-24,2021-12-24,adegenet,80,164
2021-12-24,2021-12-24,adegraphics,72,97
2021-12-24,2021-12-24,adehabitat,3,3
2021-12-24,2021-12-24,adehabitatHR,47,64
2021-12-24,2021-12-24,adehabitatHS,13,22
2021-12-24,2021-12-24,adehabitatLT,68,93
2021-12-24,2021-12-24,adehabitatMA,73,102
