file_date,date,package,n_unique,n_total
2021-11-26,2021-11-26,A3,23,28
2021-11-26,2021-11-26,aaSEA,11,12
2021-11-26,2021-11-26,AATtools,10,11
2021-11-26,2021-11-26,ABACUS,14,15
2021-11-26,2021-11-26,abbyyR,16,18
2021-11-26,2021-11-26,abc,30,80
2021-11-26,2021-11-26,abc.data,34,89
2021-11-26,2021-11-26,ABC.RAP,10,11
2021-11-26,2021-11-26,abcADM,11,12
2021-11-26,2021-11-26,ABCanalysis,22,25
2021-11-26,2021-11-26,abcdeFBA,9,10
2021-11-26,2021-11-26,ABCoptim,15,16
2021-11-26,2021-11-26,ABCp2,9,10
2021-11-26,2021-11-26,abcrf,13,18
2021-11-26,2021-11-26,abcrlda,8,9
2021-11-26,2021-11-26,abctools,12,13
2021-11-26,2021-11-26,abd,34,37
2021-11-26,2021-11-26,abdiv,9,13
2021-11-26,2021-11-26,abe,9,11
2021-11-26,2021-11-26,abess,10,12
2021-11-26,2021-11-26,abf2,10,11
2021-11-26,2021-11-26,abglasso,7,8
2021-11-26,2021-11-26,ABHgenotypeR,11,12
2021-11-26,2021-11-26,abind,7463,12091
2021-11-26,2021-11-26,abjutils,21,24
2021-11-26,2021-11-26,abmR,2,2
2021-11-26,2021-11-26,abnormality,7,8
2021-11-26,2021-11-26,abodOutlier,9,10
2021-11-26,2021-11-26,ABPS,10,11
2021-11-26,2021-11-26,AbsFilterGSEA,2,2
2021-11-26,2021-11-26,AbSim,1,1
2021-11-26,2021-11-26,abstractr,13,14
2021-11-26,2021-11-26,abtest,13,14
2021-11-26,2021-11-26,Ac3net,9,10
2021-11-26,2021-11-26,ACA,9,10
2021-11-26,2021-11-26,academictwitteR,24,29
2021-11-26,2021-11-26,acc,15,17
2021-11-26,2021-11-26,accelerometry,17,18
2021-11-26,2021-11-26,accelmissing,12,13
2021-11-26,2021-11-26,accept,9,10
2021-11-26,2021-11-26,AcceptanceSampling,18,19
2021-11-26,2021-11-26,ACCLMA,3,5
2021-11-26,2021-11-26,accrual,11,12
2021-11-26,2021-11-26,accrued,3,3
2021-11-26,2021-11-26,accSDA,11,12
