file_date,date,package,n_unique,n_total
2021-12-27,2021-12-27,A3,21,30
2021-12-27,2021-12-27,aaSEA,4,6
2021-12-27,2021-12-27,AATtools,4,6
2021-12-27,2021-12-27,aba,2,4
2021-12-27,2021-12-27,ABACUS,6,8
2021-12-27,2021-12-27,abbreviate,1,3
2021-12-27,2021-12-27,abbyyR,6,9
2021-12-27,2021-12-27,abc,13,64
2021-12-27,2021-12-27,abc.data,15,66
2021-12-27,2021-12-27,ABC.RAP,4,6
2021-12-27,2021-12-27,abcADM,2,5
2021-12-27,2021-12-27,ABCanalysis,4,7
2021-12-27,2021-12-27,abcdeFBA,6,8
2021-12-27,2021-12-27,ABCoptim,9,11
2021-12-27,2021-12-27,ABCp2,8,13
2021-12-27,2021-12-27,abcrf,6,8
2021-12-27,2021-12-27,abcrlda,3,5
2021-12-27,2021-12-27,abctools,8,10
2021-12-27,2021-12-27,abd,32,41
2021-12-27,2021-12-27,abdiv,28,33
2021-12-27,2021-12-27,abe,4,6
2021-12-27,2021-12-27,abemus,1,1
2021-12-27,2021-12-27,abess,6,8
2021-12-27,2021-12-27,abf2,7,9
2021-12-27,2021-12-27,abglasso,1,3
2021-12-27,2021-12-27,ABHgenotypeR,4,6
2021-12-27,2021-12-27,abind,4927,8257
2021-12-27,2021-12-27,aBioMarVsuit,1,1
2021-12-27,2021-12-27,abjutils,8,10
2021-12-27,2021-12-27,abn,3,3
2021-12-27,2021-12-27,abnormality,4,6
2021-12-27,2021-12-27,abodOutlier,9,12
2021-12-27,2021-12-27,ABPS,4,6
2021-12-27,2021-12-27,AbsFilterGSEA,2,2
2021-12-27,2021-12-27,AbSim,1,1
2021-12-27,2021-12-27,abstr,3,5
2021-12-27,2021-12-27,abstractr,1,3
2021-12-27,2021-12-27,abtest,7,9
2021-12-27,2021-12-27,abundant,2,2
2021-12-27,2021-12-27,Ac3net,2,4
2021-12-27,2021-12-27,ACA,7,9
2021-12-27,2021-12-27,academictwitteR,13,16
2021-12-27,2021-12-27,acc,8,10
2021-12-27,2021-12-27,accelerometry,6,8
2021-12-27,2021-12-27,accelmissing,9,11
2021-12-27,2021-12-27,accept,4,6
2021-12-27,2021-12-27,AcceptanceSampling,10,12
2021-12-27,2021-12-27,ACCLMA,1,1
2021-12-27,2021-12-27,accrual,5,7
2021-12-27,2021-12-27,accrued,2,2
2021-12-27,2021-12-27,accSDA,3,6
2021-12-27,2021-12-27,accucor,4,7
2021-12-27,2021-12-27,ACD,4,7
2021-12-27,2021-12-27,ACDm,6,8
2021-12-27,2021-12-27,ace2fastq,2,4
2021-12-27,2021-12-27,acebayes,5,7
2021-12-27,2021-12-27,aceEditor,1,3
2021-12-27,2021-12-27,acepack,84,126
2021-12-27,2021-12-27,acer,1,1
2021-12-27,2021-12-27,ACEsearch,5,8
2021-12-27,2021-12-27,ACEt,4,6
2021-12-27,2021-12-27,acfMPeriod,3,5
2021-12-27,2021-12-27,aCGH.Spline,1,1
