file_date,date,package,n_unique,n_total
2021-12-23,2021-12-23,A3,24,39
2021-12-23,2021-12-23,aaSEA,10,13
2021-12-23,2021-12-23,AATtools,6,7
2021-12-23,2021-12-23,aba,9,10
2021-12-23,2021-12-23,ABACUS,11,14
2021-12-23,2021-12-23,abbreviate,7,9
2021-12-23,2021-12-23,abbyyR,11,12
2021-12-23,2021-12-23,abc,29,87
2021-12-23,2021-12-23,abc.data,24,79
2021-12-23,2021-12-23,ABC.RAP,9,10
2021-12-23,2021-12-23,abcADM,7,8
2021-12-23,2021-12-23,ABCanalysis,5,6
2021-12-23,2021-12-23,abcdeFBA,10,11
2021-12-23,2021-12-23,ABCExtremes,1,1
2021-12-23,2021-12-23,ABCoptim,13,14
2021-12-23,2021-12-23,ABCp2,5,6
2021-12-23,2021-12-23,abcrf,9,22
2021-12-23,2021-12-23,abcrlda,10,11
2021-12-23,2021-12-23,abctools,11,12
2021-12-23,2021-12-23,abd,21,23
2021-12-23,2021-12-23,abdiv,8,9
2021-12-23,2021-12-23,abe,8,9
2021-12-23,2021-12-23,abess,8,9
2021-12-23,2021-12-23,abf2,7,8
2021-12-23,2021-12-23,abglasso,6,7
2021-12-23,2021-12-23,ABHgenotypeR,7,8
2021-12-23,2021-12-23,abind,5648,9773
2021-12-23,2021-12-23,abjutils,10,11
2021-12-23,2021-12-23,abn,2,2
2021-12-23,2021-12-23,abnormality,7,8
2021-12-23,2021-12-23,abodOutlier,7,8
2021-12-23,2021-12-23,ABPS,5,6
2021-12-23,2021-12-23,AbsFilterGSEA,1,1
2021-12-23,2021-12-23,abstr,7,8
2021-12-23,2021-12-23,abstractr,8,9
2021-12-23,2021-12-23,abtest,11,13
2021-12-23,2021-12-23,abundant,1,1
2021-12-23,2021-12-23,Ac3net,6,7
2021-12-23,2021-12-23,ACA,6,7
2021-12-23,2021-12-23,academictwitteR,17,19
2021-12-23,2021-12-23,acc,9,12
2021-12-23,2021-12-23,accelerometry,12,13
2021-12-23,2021-12-23,accelmissing,6,7
2021-12-23,2021-12-23,accept,7,9
2021-12-23,2021-12-23,AcceptanceSampling,4,5
2021-12-23,2021-12-23,accrual,8,9
2021-12-23,2021-12-23,accrued,3,3
2021-12-23,2021-12-23,accSDA,6,7
2021-12-23,2021-12-23,accucor,6,7
2021-12-23,2021-12-23,accuracy,1,1
2021-12-23,2021-12-23,ACD,9,10
2021-12-23,2021-12-23,ACDm,6,7
2021-12-23,2021-12-23,ace2fastq,6,7
2021-12-23,2021-12-23,acebayes,5,6
2021-12-23,2021-12-23,aceEditor,8,9
2021-12-23,2021-12-23,acepack,121,164
2021-12-23,2021-12-23,ACEsearch,5,6
2021-12-23,2021-12-23,ACEt,6,7
2021-12-23,2021-12-23,acfMPeriod,5,6
2021-12-23,2021-12-23,acid,12,344
2021-12-23,2021-12-23,acled.api,6,7
2021-12-23,2021-12-23,acm4r,2,2
2021-12-23,2021-12-23,ACMEeqtl,1,1
2021-12-23,2021-12-23,acmeR,7,8
2021-12-23,2021-12-23,ACNE,8,9
2021-12-23,2021-12-23,acnr,10,11
2021-12-23,2021-12-23,acopula,9,10
2021-12-23,2021-12-23,AcousticNDLCodeR,6,7
2021-12-23,2021-12-23,acp,12,13
2021-12-23,2021-12-23,aCRM,6,7
2021-12-23,2021-12-23,acroname,7,8
2021-12-23,2021-12-23,AcrossTic,6,7
2021-12-23,2021-12-23,acrt,7,8
2021-12-23,2021-12-23,acs,32,34
2021-12-23,2021-12-23,ACSNMineR,1,1
2021-12-23,2021-12-23,acss,10,11
2021-12-23,2021-12-23,acss.data,14,15
2021-12-23,2021-12-23,ACSWR,11,12
2021-12-23,2021-12-23,act,6,7
2021-12-23,2021-12-23,ACTCD,5,6
2021-12-23,2021-12-23,ActCR,7,8
2021-12-23,2021-12-23,actel,7,8
2021-12-23,2021-12-23,ActFrag,5,6
