file_date,date,package,n_unique,n_total
2021-09-01,2021-09-01,A3,30,39
2021-09-01,2021-09-01,aaMI,2,4
2021-09-01,2021-09-01,aaSEA,10,12
2021-09-01,2021-09-01,AATtools,8,8
2021-09-01,2021-09-01,ABACUS,11,11
2021-09-01,2021-09-01,abbyyR,20,31
2021-09-01,2021-09-01,abc,48,81
2021-09-01,2021-09-01,abc.data,39,64
2021-09-01,2021-09-01,ABC.RAP,8,8
2021-09-01,2021-09-01,abcADM,7,7
2021-09-01,2021-09-01,ABCanalysis,21,28
2021-09-01,2021-09-01,abcdeFBA,11,15
2021-09-01,2021-09-01,ABCExtremes,1,2
2021-09-01,2021-09-01,ABCoptim,11,14
2021-09-01,2021-09-01,ABCp2,11,15
2021-09-01,2021-09-01,abcrf,39,56
2021-09-01,2021-09-01,abcrlda,10,12
2021-09-01,2021-09-01,abctools,21,31
2021-09-01,2021-09-01,abd,74,90
2021-09-01,2021-09-01,abdiv,10,10
2021-09-01,2021-09-01,abe,13,14
2021-09-01,2021-09-01,abemus,4,6
2021-09-01,2021-09-01,abess,13,15
2021-09-01,2021-09-01,abf2,11,13
2021-09-01,2021-09-01,abglasso,9,16
2021-09-01,2021-09-01,ABHgenotypeR,7,8
2021-09-01,2021-09-01,abind,8281,13260
2021-09-01,2021-09-01,aBioMarVsuit,1,2
2021-09-01,2021-09-01,abjutils,21,25
2021-09-01,2021-09-01,abn,29,47
2021-09-01,2021-09-01,abnormality,8,8
2021-09-01,2021-09-01,abodOutlier,7,7
2021-09-01,2021-09-01,ABPS,11,16
2021-09-01,2021-09-01,AbsFilterGSEA,7,13
2021-09-01,2021-09-01,AbSim,7,13
2021-09-01,2021-09-01,abstr,9,11
2021-09-01,2021-09-01,abstractr,8,8
2021-09-01,2021-09-01,abtest,17,23
2021-09-01,2021-09-01,abundant,5,7
2021-09-01,2021-09-01,Ac3net,6,6
2021-09-01,2021-09-01,ACA,10,11
2021-09-01,2021-09-01,academictwitteR,18,22
2021-09-01,2021-09-01,acc,14,19
2021-09-01,2021-09-01,accelerometry,31,42
2021-09-01,2021-09-01,accelmissing,12,15
2021-09-01,2021-09-01,accept,14,19
2021-09-01,2021-09-01,AcceptanceSampling,16,24
2021-09-01,2021-09-01,ACCLMA,3,4
2021-09-01,2021-09-01,accrual,10,13
2021-09-01,2021-09-01,accrued,12,19
2021-09-01,2021-09-01,accSDA,10,10
2021-09-01,2021-09-01,accucor,11,11
2021-09-01,2021-09-01,accuracy,27,54
2021-09-01,2021-09-01,ACD,12,14
2021-09-01,2021-09-01,ACDm,14,17
2021-09-01,2021-09-01,Ace,1,2
2021-09-01,2021-09-01,ace2fastq,10,12
2021-09-01,2021-09-01,acebayes,23,34
2021-09-01,2021-09-01,aceEditor,7,9
2021-09-01,2021-09-01,acepack,229,298
2021-09-01,2021-09-01,acer,2,4
2021-09-01,2021-09-01,ACEsearch,8,8
2021-09-01,2021-09-01,ACEt,19,28
2021-09-01,2021-09-01,acfMPeriod,8,10
2021-09-01,2021-09-01,aCGH.Spline,3,6
2021-09-01,2021-09-01,acid,15,207
2021-09-01,2021-09-01,acled.api,13,19
2021-09-01,2021-09-01,acm4r,3,4
2021-09-01,2021-09-01,ACMEeqtl,5,8
2021-09-01,2021-09-01,acmeR,7,8
2021-09-01,2021-09-01,ACNE,12,16
2021-09-01,2021-09-01,acnr,13,15
2021-09-01,2021-09-01,acopula,12,15
2021-09-01,2021-09-01,AcousticNDLCodeR,6,8
2021-09-01,2021-09-01,acp,16,19
2021-09-01,2021-09-01,aCRM,8,9
2021-09-01,2021-09-01,acroname,9,11
2021-09-01,2021-09-01,AcrossTic,10,13
2021-09-01,2021-09-01,acrt,11,12
2021-09-01,2021-09-01,acs,59,75
2021-09-01,2021-09-01,ACSNMineR,9,13
2021-09-01,2021-09-01,acss,13,17
2021-09-01,2021-09-01,acss.data,25,28
2021-09-01,2021-09-01,ACSWR,10,10
2021-09-01,2021-09-01,act,10,14
2021-09-01,2021-09-01,ACTCD,8,10
2021-09-01,2021-09-01,ActCR,9,12
2021-09-01,2021-09-01,actel,13,17
2021-09-01,2021-09-01,ActFrag,9,12
2021-09-01,2021-09-01,Actigraphy,9,14
2021-09-01,2021-09-01,ActisoftR,2,4
2021-09-01,2021-09-01,activatr,8,8
2021-09-01,2021-09-01,ActiveDriver,5,5
2021-09-01,2021-09-01,ActiveDriverWGS,7,9
2021-09-01,2021-09-01,activegp,10,12
2021-09-01,2021-09-01,ActivePathways,10,11
2021-09-01,2021-09-01,activity,17,21
2021-09-01,2021-09-01,activityCounts,8,9
2021-09-01,2021-09-01,activityGCMM,7,8
