file_date,date,package,n_unique,n_total
2021-10-22,2021-10-22,A3,35,53
2021-10-22,2021-10-22,aaSEA,9,10
2021-10-22,2021-10-22,AATtools,8,9
2021-10-22,2021-10-22,ABACUS,9,10
2021-10-22,2021-10-22,abbyyR,11,13
2021-10-22,2021-10-22,abc,36,56
2021-10-22,2021-10-22,abc.data,33,60
2021-10-22,2021-10-22,ABC.RAP,10,11
2021-10-22,2021-10-22,abcADM,12,13
2021-10-22,2021-10-22,ABCanalysis,21,22
2021-10-22,2021-10-22,abcdeFBA,11,12
2021-10-22,2021-10-22,ABCoptim,15,17
2021-10-22,2021-10-22,ABCp2,11,12
2021-10-22,2021-10-22,abcrf,16,20
2021-10-22,2021-10-22,abcrlda,9,11
2021-10-22,2021-10-22,abctools,13,14
2021-10-22,2021-10-22,abd,46,65
2021-10-22,2021-10-22,abdiv,21,24
2021-10-22,2021-10-22,abe,11,13
2021-10-22,2021-10-22,abess,7,8
2021-10-22,2021-10-22,abf2,7,8
2021-10-22,2021-10-22,abglasso,7,9
2021-10-22,2021-10-22,ABHgenotypeR,10,11
2021-10-22,2021-10-22,abind,8872,13654
2021-10-22,2021-10-22,abjutils,17,18
2021-10-22,2021-10-22,abmR,7,7
2021-10-22,2021-10-22,abn,10,10
2021-10-22,2021-10-22,abnormality,8,8
2021-10-22,2021-10-22,abodOutlier,8,10
2021-10-22,2021-10-22,ABPS,11,11
2021-10-22,2021-10-22,AbsFilterGSEA,1,1
2021-10-22,2021-10-22,AbSim,5,5
2021-10-22,2021-10-22,abstr,3,3
2021-10-22,2021-10-22,abstractr,9,9
2021-10-22,2021-10-22,abtest,10,10
2021-10-22,2021-10-22,Ac3net,11,11
2021-10-22,2021-10-22,ACA,14,14
2021-10-22,2021-10-22,academictwitteR,21,22
2021-10-22,2021-10-22,acc,11,12
2021-10-22,2021-10-22,accelerometry,15,16
2021-10-22,2021-10-22,accelmissing,10,10
2021-10-22,2021-10-22,accept,6,6
2021-10-22,2021-10-22,AcceptanceSampling,21,27
2021-10-22,2021-10-22,ACCLMA,1,1
2021-10-22,2021-10-22,accrual,12,15
2021-10-22,2021-10-22,accrued,2,2
2021-10-22,2021-10-22,accSDA,12,12
2021-10-22,2021-10-22,accucor,7,7
2021-10-22,2021-10-22,ACD,8,8
2021-10-22,2021-10-22,ACDm,11,13
2021-10-22,2021-10-22,ace2fastq,6,6
