file_date,date,package,n_unique,n_total
2021-12-28,2021-12-28,A3,30,48
2021-12-28,2021-12-28,aaSEA,16,25
2021-12-28,2021-12-28,AATtools,12,17
2021-12-28,2021-12-28,aba,12,29
2021-12-28,2021-12-28,ABACUS,12,20
2021-12-28,2021-12-28,abbreviate,12,59
2021-12-28,2021-12-28,abbyyR,19,30
2021-12-28,2021-12-28,abc,24,90
2021-12-28,2021-12-28,abc.data,22,92
2021-12-28,2021-12-28,ABC.RAP,13,24
2021-12-28,2021-12-28,abcADM,15,22
2021-12-28,2021-12-28,ABCanalysis,14,41
2021-12-28,2021-12-28,abcdeFBA,13,23
2021-12-28,2021-12-28,ABCoptim,15,40
2021-12-28,2021-12-28,ABCp2,16,26
2021-12-28,2021-12-28,abcrf,17,38
2021-12-28,2021-12-28,abcrlda,16,32
2021-12-28,2021-12-28,abctools,15,24
2021-12-28,2021-12-28,abd,46,66
2021-12-28,2021-12-28,abdiv,12,22
2021-12-28,2021-12-28,abe,14,49
2021-12-28,2021-12-28,abess,14,24
2021-12-28,2021-12-28,abf2,14,32
2021-12-28,2021-12-28,abglasso,11,23
2021-12-28,2021-12-28,ABHgenotypeR,12,22
2021-12-28,2021-12-28,abind,4997,8139
2021-12-28,2021-12-28,abjutils,16,25
2021-12-28,2021-12-28,abmR,2,7
2021-12-28,2021-12-28,abn,6,12
2021-12-28,2021-12-28,abnormality,11,18
2021-12-28,2021-12-28,abodOutlier,13,23
2021-12-28,2021-12-28,ABPS,11,20
2021-12-28,2021-12-28,AbsFilterGSEA,5,10
2021-12-28,2021-12-28,AbSim,5,9
2021-12-28,2021-12-28,abstr,11,18
2021-12-28,2021-12-28,abstractr,12,19
2021-12-28,2021-12-28,abtest,18,30
2021-12-28,2021-12-28,abundant,6,11
2021-12-28,2021-12-28,Ac3net,12,19
2021-12-28,2021-12-28,ACA,21,36
2021-12-28,2021-12-28,academictwitteR,18,31
2021-12-28,2021-12-28,acc,16,26
2021-12-28,2021-12-28,accelerometry,16,28
2021-12-28,2021-12-28,accelmissing,14,24
2021-12-28,2021-12-28,accept,11,23
2021-12-28,2021-12-28,AcceptanceSampling,20,46
2021-12-28,2021-12-28,ACCLMA,1,6
2021-12-28,2021-12-28,accrual,14,24
2021-12-28,2021-12-28,accrued,5,10
2021-12-28,2021-12-28,accSDA,13,23
2021-12-28,2021-12-28,accucor,11,21
2021-12-28,2021-12-28,ACD,14,30
2021-12-28,2021-12-28,ACDm,18,30
2021-12-28,2021-12-28,Ace,2,2
2021-12-28,2021-12-28,ace2fastq,12,19
2021-12-28,2021-12-28,acebayes,13,24
2021-12-28,2021-12-28,aceEditor,9,16
2021-12-28,2021-12-28,acepack,99,140
2021-12-28,2021-12-28,acer,1,1
2021-12-28,2021-12-28,ACEsearch,11,19
2021-12-28,2021-12-28,ACEt,15,27
2021-12-28,2021-12-28,acfMPeriod,14,29
2021-12-28,2021-12-28,acid,17,90
2021-12-28,2021-12-28,acled.api,10,20
2021-12-28,2021-12-28,acm4r,3,8
2021-12-28,2021-12-28,ACMEeqtl,2,2
2021-12-28,2021-12-28,acmeR,13,24
2021-12-28,2021-12-28,ACNE,11,25
2021-12-28,2021-12-28,acnr,18,28
2021-12-28,2021-12-28,acopula,15,24
2021-12-28,2021-12-28,AcousticNDLCodeR,12,21
2021-12-28,2021-12-28,acp,20,31
2021-12-28,2021-12-28,aCRM,16,30
2021-12-28,2021-12-28,acroname,10,17
2021-12-28,2021-12-28,AcrossTic,14,25
2021-12-28,2021-12-28,acrt,15,26
2021-12-28,2021-12-28,acs,41,55
2021-12-28,2021-12-28,ACSNMineR,5,10
2021-12-28,2021-12-28,acss,18,29
2021-12-28,2021-12-28,acss.data,19,37
2021-12-28,2021-12-28,ACSWR,9,20
2021-12-28,2021-12-28,act,10,20
2021-12-28,2021-12-28,ACTCD,14,24
2021-12-28,2021-12-28,ActCR,10,17
2021-12-28,2021-12-28,actel,12,19
2021-12-28,2021-12-28,ActFrag,12,19
2021-12-28,2021-12-28,Actigraphy,3,7
2021-12-28,2021-12-28,activatr,10,14
2021-12-28,2021-12-28,ActiveDriver,12,23
2021-12-28,2021-12-28,ActiveDriverWGS,9,16
2021-12-28,2021-12-28,activegp,10,20
2021-12-28,2021-12-28,ActivePathways,20,32
2021-12-28,2021-12-28,activity,20,31
2021-12-28,2021-12-28,activityCounts,10,18
2021-12-28,2021-12-28,activityGCMM,10,20
2021-12-28,2021-12-28,ActivityIndex,10,17
2021-12-28,2021-12-28,activPAL,11,18
2021-12-28,2021-12-28,activpalProcessing,4,9
2021-12-28,2021-12-28,actogrammr,14,26
2021-12-28,2021-12-28,actuar,108,156
2021-12-28,2021-12-28,actuaryr,26,36
2021-12-28,2021-12-28,ActuDistns,1,1
2021-12-28,2021-12-28,AcuityView,12,24
2021-12-28,2021-12-28,acumos,10,59
2021-12-28,2021-12-28,ada,333,414
2021-12-28,2021-12-28,adabag,114,157
2021-12-28,2021-12-28,ADaCGH,1,1
2021-12-28,2021-12-28,adagio,25,43
2021-12-28,2021-12-28,adamethods,14,23
2021-12-28,2021-12-28,AdapEnetClass,12,22
2021-12-28,2021-12-28,adapr,6,11
2021-12-28,2021-12-28,AdapSamp,12,21
2021-12-28,2021-12-28,adapt4pv,9,19
2021-12-28,2021-12-28,adaptalint,12,19
2021-12-28,2021-12-28,adaptDiag,9,19
2021-12-28,2021-12-28,AdaptFit,9,16
2021-12-28,2021-12-28,AdaptFitOS,13,22
2021-12-28,2021-12-28,AdaptGauss,16,26
2021-12-28,2021-12-28,adaptiveGPCA,15,24
2021-12-28,2021-12-28,AdaptiveSparsity,13,20
2021-12-28,2021-12-28,adaptivetau,16,32
2021-12-28,2021-12-28,adaptMCMC,19,32
2021-12-28,2021-12-28,adaptMT,11,18
2021-12-28,2021-12-28,ADAPTS,10,20
2021-12-28,2021-12-28,adaptsmoFMRI,14,25
2021-12-28,2021-12-28,adaptTest,15,28
2021-12-28,2021-12-28,AdaSampling,11,18
2021-12-28,2021-12-28,adass,9,19
2021-12-28,2021-12-28,ADCT,12,22
2021-12-28,2021-12-28,add2ggplot,11,20
2021-12-28,2021-12-28,addhaz,11,20
2021-12-28,2021-12-28,addhazard,13,38
2021-12-28,2021-12-28,addinsJoaoMelo,10,14
2021-12-28,2021-12-28,addinslist,18,30
2021-12-28,2021-12-28,addinsOutline,12,19
2021-12-28,2021-12-28,additive,9,19
2021-12-28,2021-12-28,additiveDEA,15,25
2021-12-28,2021-12-28,additivityTests,46,61
2021-12-28,2021-12-28,addreg,14,24
2021-12-28,2021-12-28,addScales,10,14
2021-12-28,2021-12-28,ADDT,14,24
2021-12-28,2021-12-28,ade4,564,1109
2021-12-28,2021-12-28,ade4TkGUI,59,80
2021-12-28,2021-12-28,adea,10,20
2021-12-28,2021-12-28,adeba,5,9
2021-12-28,2021-12-28,adegenet,113,196
2021-12-28,2021-12-28,adegraphics,91,119
2021-12-28,2021-12-28,adehabitat,5,5
2021-12-28,2021-12-28,adehabitatHR,48,65
2021-12-28,2021-12-28,adehabitatHS,21,30
2021-12-28,2021-12-28,adehabitatLT,96,120
2021-12-28,2021-12-28,adehabitatMA,82,104
2021-12-28,2021-12-28,adephylo,91,116
2021-12-28,2021-12-28,adepro,14,28
2021-12-28,2021-12-28,adept,11,20
2021-12-28,2021-12-28,adeptdata,11,20
2021-12-28,2021-12-28,AdequacyModel,15,31
2021-12-28,2021-12-28,adespatial,90,121
2021-12-28,2021-12-28,adfExplorer,15,30
2021-12-28,2021-12-28,ADGofTest,101,131
2021-12-28,2021-12-28,adheRenceRX,10,17
2021-12-28,2021-12-28,AdhereR,25,41
2021-12-28,2021-12-28,AdhereRViz,13,22
2021-12-28,2021-12-28,adhoc,12,22
2021-12-28,2021-12-28,adimpro,17,38
2021-12-28,2021-12-28,adiv,12,24
2021-12-28,2021-12-28,AdjBQR,13,23
2021-12-28,2021-12-28,adjclust,12,22
2021-12-28,2021-12-28,adjSURVCI,9,25
2021-12-28,2021-12-28,adjustedcranlogs,13,23
2021-12-28,2021-12-28,adklakedata,10,17
2021-12-28,2021-12-28,adlift,17,26
2021-12-28,2021-12-28,admisc,79,143
2021-12-28,2021-12-28,AdMit,17,31
2021-12-28,2021-12-28,admix,10,17
2021-12-28,2021-12-28,admixr,14,18
2021-12-28,2021-12-28,admixturegraph,4,9
2021-12-28,2021-12-28,ADMM,14,28
2021-12-28,2021-12-28,admmDensestSubmatrix,12,19
2021-12-28,2021-12-28,ADMMnet,13,25
2021-12-28,2021-12-28,ADMMsigma,13,20
