file_date,date,package,n_unique,n_total
2022-01-19,2022-01-19,A3,29,35
2022-01-19,2022-01-19,aaSEA,18,18
2022-01-19,2022-01-19,AATtools,14,15
2022-01-19,2022-01-19,aba,14,15
2022-01-19,2022-01-19,ABACUS,17,19
2022-01-19,2022-01-19,abbreviate,12,13
2022-01-19,2022-01-19,abbyyR,11,11
2022-01-19,2022-01-19,abc,33,86
2022-01-19,2022-01-19,abc.data,30,78
2022-01-19,2022-01-19,ABC.RAP,14,14
2022-01-19,2022-01-19,abcADM,11,11
2022-01-19,2022-01-19,ABCanalysis,13,13
2022-01-19,2022-01-19,abcdeFBA,13,13
2022-01-19,2022-01-19,ABCoptim,14,14
2022-01-19,2022-01-19,ABCp2,15,15
2022-01-19,2022-01-19,abcrf,14,16
2022-01-19,2022-01-19,abcrlda,13,13
2022-01-19,2022-01-19,abctools,16,17
2022-01-19,2022-01-19,abd,39,56
2022-01-19,2022-01-19,abdiv,11,11
2022-01-19,2022-01-19,abe,11,11
2022-01-19,2022-01-19,abemus,2,2
2022-01-19,2022-01-19,abess,14,15
2022-01-19,2022-01-19,abf2,13,14
2022-01-19,2022-01-19,abglasso,12,13
2022-01-19,2022-01-19,ABHgenotypeR,12,12
2022-01-19,2022-01-19,abind,8774,14114
2022-01-19,2022-01-19,aBioMarVsuit,1,1
2022-01-19,2022-01-19,abjutils,15,16
2022-01-19,2022-01-19,abmR,1,1
2022-01-19,2022-01-19,abn,13,17
2022-01-19,2022-01-19,abnormality,11,11
2022-01-19,2022-01-19,abodOutlier,12,12
2022-01-19,2022-01-19,ABPS,12,12
2022-01-19,2022-01-19,abstr,13,15
2022-01-19,2022-01-19,abstractr,10,10
2022-01-19,2022-01-19,abtest,29,29
2022-01-19,2022-01-19,abundant,13,14
2022-01-19,2022-01-19,Ac3net,10,10
2022-01-19,2022-01-19,ACA,12,12
2022-01-19,2022-01-19,academictwitteR,29,41
2022-01-19,2022-01-19,acc,12,12
2022-01-19,2022-01-19,acca,12,15
2022-01-19,2022-01-19,accelerometry,17,17
2022-01-19,2022-01-19,accelmissing,12,12
2022-01-19,2022-01-19,accept,13,13
2022-01-19,2022-01-19,AcceptanceSampling,17,17
2022-01-19,2022-01-19,ACCLMA,2,2
2022-01-19,2022-01-19,accrual,13,13
2022-01-19,2022-01-19,accrued,3,3
2022-01-19,2022-01-19,accSDA,11,11
2022-01-19,2022-01-19,accucor,13,14
2022-01-19,2022-01-19,ACD,13,15
2022-01-19,2022-01-19,ACDC,15,16
2022-01-19,2022-01-19,ACDm,15,17
2022-01-19,2022-01-19,ace2fastq,11,11
2022-01-19,2022-01-19,acebayes,10,10
2022-01-19,2022-01-19,aceEditor,11,12
2022-01-19,2022-01-19,acepack,174,251
2022-01-19,2022-01-19,acer,1,1
2022-01-19,2022-01-19,ACEsearch,11,11
2022-01-19,2022-01-19,ACEt,13,13
2022-01-19,2022-01-19,acfMPeriod,11,11
2022-01-19,2022-01-19,acid,12,75
2022-01-19,2022-01-19,acled.api,11,12
2022-01-19,2022-01-19,acm4r,2,2
2022-01-19,2022-01-19,acmeR,15,23
2022-01-19,2022-01-19,ACNE,11,11
2022-01-19,2022-01-19,acnr,14,14
2022-01-19,2022-01-19,acopula,10,10
2022-01-19,2022-01-19,AcousticNDLCodeR,11,11
2022-01-19,2022-01-19,acp,15,15
2022-01-19,2022-01-19,aCRM,10,10
2022-01-19,2022-01-19,acroname,12,13
2022-01-19,2022-01-19,AcrossTic,11,11
2022-01-19,2022-01-19,acrt,11,11
2022-01-19,2022-01-19,acs,60,74
2022-01-19,2022-01-19,ACSNMineR,3,3
2022-01-19,2022-01-19,acss,17,18
2022-01-19,2022-01-19,acss.data,21,21
2022-01-19,2022-01-19,ACSWR,14,15
2022-01-19,2022-01-19,act,12,14
2022-01-19,2022-01-19,ACTCD,11,11
2022-01-19,2022-01-19,ActCR,12,12
2022-01-19,2022-01-19,actel,15,15
2022-01-19,2022-01-19,ActFrag,15,15
2022-01-19,2022-01-19,Actigraphy,1,1
2022-01-19,2022-01-19,ActisoftR,1,1
2022-01-19,2022-01-19,activatr,13,14
2022-01-19,2022-01-19,ActiveDriver,11,11
2022-01-19,2022-01-19,ActiveDriverWGS,13,13
2022-01-19,2022-01-19,activegp,11,11
2022-01-19,2022-01-19,ActivePathways,20,23
2022-01-19,2022-01-19,activity,15,16
2022-01-19,2022-01-19,activityCounts,16,16
2022-01-19,2022-01-19,activityGCMM,11,12
2022-01-19,2022-01-19,ActivityIndex,12,13
2022-01-19,2022-01-19,activPAL,12,12
2022-01-19,2022-01-19,actogrammr,13,14
2022-01-19,2022-01-19,actuar,176,226
2022-01-19,2022-01-19,actuaryr,18,18
2022-01-19,2022-01-19,AcuityView,10,10
2022-01-19,2022-01-19,acumos,12,13
2022-01-19,2022-01-19,ada,332,433
2022-01-19,2022-01-19,adabag,125,151
2022-01-19,2022-01-19,ADaCGH,1,1
2022-01-19,2022-01-19,adagio,52,64
2022-01-19,2022-01-19,adamethods,13,13
2022-01-19,2022-01-19,AdapEnetClass,12,12
2022-01-19,2022-01-19,adapr,4,4
2022-01-19,2022-01-19,AdapSamp,10,10
2022-01-19,2022-01-19,adapt,3,3
2022-01-19,2022-01-19,adapt4pv,11,11
2022-01-19,2022-01-19,adaptalint,12,12
2022-01-19,2022-01-19,adaptDiag,11,12
2022-01-19,2022-01-19,AdaptFit,1,1
2022-01-19,2022-01-19,AdaptFitOS,11,11
2022-01-19,2022-01-19,AdaptGauss,17,17
2022-01-19,2022-01-19,adaptiveGPCA,11,11
2022-01-19,2022-01-19,AdaptiveSparsity,10,10
2022-01-19,2022-01-19,adaptivetau,12,12
2022-01-19,2022-01-19,adaptMCMC,18,20
2022-01-19,2022-01-19,adaptMT,12,12
2022-01-19,2022-01-19,ADAPTS,13,13
2022-01-19,2022-01-19,adaptsmoFMRI,13,13
2022-01-19,2022-01-19,adaptTest,12,12
2022-01-19,2022-01-19,AdaSampling,12,12
2022-01-19,2022-01-19,adass,12,13
2022-01-19,2022-01-19,ADCT,10,10
2022-01-19,2022-01-19,add2ggplot,14,14
2022-01-19,2022-01-19,addhaz,10,10
2022-01-19,2022-01-19,addhazard,12,12
2022-01-19,2022-01-19,addinsJoaoMelo,11,11
2022-01-19,2022-01-19,addinslist,17,22
2022-01-19,2022-01-19,addinsOutline,13,13
2022-01-19,2022-01-19,additive,14,15
2022-01-19,2022-01-19,additiveDEA,15,15
2022-01-19,2022-01-19,additivityTests,45,50
2022-01-19,2022-01-19,addreg,11,12
2022-01-19,2022-01-19,addScales,10,10
2022-01-19,2022-01-19,ADDT,11,11
2022-01-19,2022-01-19,ade4,1076,2276
2022-01-19,2022-01-19,ade4TkGUI,52,73
2022-01-19,2022-01-19,adea,11,12
2022-01-19,2022-01-19,adeba,2,2
2022-01-19,2022-01-19,adegenet,224,347
2022-01-19,2022-01-19,adegraphics,110,156
2022-01-19,2022-01-19,adehabitat,1,1
2022-01-19,2022-01-19,adehabitatHR,174,316
2022-01-19,2022-01-19,adehabitatHS,20,24
2022-01-19,2022-01-19,adehabitatLT,212,364
2022-01-19,2022-01-19,adehabitatMA,223,376
2022-01-19,2022-01-19,adephylo,87,127
2022-01-19,2022-01-19,adepro,11,11
2022-01-19,2022-01-19,adept,11,11
2022-01-19,2022-01-19,adeptdata,12,12
2022-01-19,2022-01-19,AdequacyModel,15,16
2022-01-19,2022-01-19,adespatial,79,128
2022-01-19,2022-01-19,adfExplorer,11,11
2022-01-19,2022-01-19,ADGofTest,121,137
2022-01-19,2022-01-19,adheRenceRX,12,13
2022-01-19,2022-01-19,AdhereR,14,14
2022-01-19,2022-01-19,AdhereRViz,10,10
2022-01-19,2022-01-19,adhoc,12,12
2022-01-19,2022-01-19,adimpro,15,17
2022-01-19,2022-01-19,adiv,17,21
2022-01-19,2022-01-19,AdjBQR,11,11
2022-01-19,2022-01-19,adjclust,10,10
2022-01-19,2022-01-19,adjSURVCI,12,13
2022-01-19,2022-01-19,adjustedcranlogs,12,12
2022-01-19,2022-01-19,adklakedata,12,12
2022-01-19,2022-01-19,adlift,20,20
2022-01-19,2022-01-19,admisc,539,705
2022-01-19,2022-01-19,AdMit,12,12
2022-01-19,2022-01-19,admix,12,13
2022-01-19,2022-01-19,admixr,15,15
2022-01-19,2022-01-19,admixturegraph,1,1
2022-01-19,2022-01-19,ADMM,11,11
2022-01-19,2022-01-19,admmDensestSubmatrix,13,13
2022-01-19,2022-01-19,ADMMnet,11,11
2022-01-19,2022-01-19,ADMMsigma,13,13
2022-01-19,2022-01-19,ADMUR,12,13
2022-01-19,2022-01-19,adnuts,13,13
2022-01-19,2022-01-19,adobeanalyticsr,18,21
2022-01-19,2022-01-19,adoption,1,1
2022-01-19,2022-01-19,adoptr,12,12
2022-01-19,2022-01-19,ADP,12,13
2022-01-19,2022-01-19,ADPclust,14,14
2022-01-19,2022-01-19,ADPF,12,12
2022-01-19,2022-01-19,adpss,12,12
2022-01-19,2022-01-19,ads,13,14
2022-01-19,2022-01-19,adsDataHubR,13,14
2022-01-19,2022-01-19,ADtools,1,1
2022-01-19,2022-01-19,AdvancedBasketballStats,13,14
2022-01-19,2022-01-19,AdvBinomApps,14,14
2022-01-19,2022-01-19,advclust,16,17
2022-01-19,2022-01-19,AdvDif4,11,11
2022-01-19,2022-01-19,adventr,17,17
2022-01-19,2022-01-19,ADVICE,13,14
2022-01-19,2022-01-19,adwave,12,12
2022-01-19,2022-01-19,adwordsR,27,27
2022-01-19,2022-01-19,AEDForecasting,11,11
2022-01-19,2022-01-19,AEenrich,12,12
2022-01-19,2022-01-19,aemo,1,1
2022-01-19,2022-01-19,AEP,11,11
2022-01-19,2022-01-19,AER,707,1086
2022-01-19,2022-01-19,AeRobiology,12,12
2022-01-19,2022-01-19,AeroSampleR,12,12
2022-01-19,2022-01-19,AF,13,13
2022-01-19,2022-01-19,afc,13,13
2022-01-19,2022-01-19,afCEC,1,1
2022-01-19,2022-01-19,afdx,13,14
2022-01-19,2022-01-19,afex,335,459
2022-01-19,2022-01-19,affinity,12,13
2022-01-19,2022-01-19,affinitymatrix,13,14
2022-01-19,2022-01-19,affluenceIndex,11,11
2022-01-19,2022-01-19,AFheritability,11,11
2022-01-19,2022-01-19,AFM,11,11
2022-01-19,2022-01-19,afmToolkit,14,14
2022-01-19,2022-01-19,afpt,14,14
2022-01-19,2022-01-19,aftgee,11,11
2022-01-19,2022-01-19,afthd,13,14
2022-01-19,2022-01-19,AGD,16,16
2022-01-19,2022-01-19,aGE,12,12
2022-01-19,2022-01-19,AggregateR,18,18
2022-01-19,2022-01-19,aggregation,23,23
2022-01-19,2022-01-19,AGHmatrix,18,19
2022-01-19,2022-01-19,aghq,12,13
2022-01-19,2022-01-19,aglm,13,14
2022-01-19,2022-01-19,agop,10,10
2022-01-19,2022-01-19,AGPRIS,10,10
2022-01-19,2022-01-19,AGread,13,13
2022-01-19,2022-01-19,agRee,13,13
2022-01-19,2022-01-19,AgreementInterval,10,10
2022-01-19,2022-01-19,agricolae,451,756
2022-01-19,2022-01-19,agricolaeplotr,15,16
2022-01-19,2022-01-19,agridat,46,48
2022-01-19,2022-01-19,agrifeature,14,15
2022-01-19,2022-01-19,agriTutorial,16,17
2022-01-19,2022-01-19,agriwater,12,12
2022-01-19,2022-01-19,agrmt,15,15
2022-01-19,2022-01-19,agroclim,2,2
2022-01-19,2022-01-19,AgroR,14,15
2022-01-19,2022-01-19,AgroReg,13,14
2022-01-19,2022-01-19,agrostab,13,13
2022-01-19,2022-01-19,AGSDest,13,13
2022-01-19,2022-01-19,agsemisc,10,10
2022-01-19,2022-01-19,agtboost,12,12
2022-01-19,2022-01-19,agvgd,13,16
2022-01-19,2022-01-19,ahaz,16,16
2022-01-19,2022-01-19,AHM,13,13
2022-01-19,2022-01-19,AHMbook,20,25
2022-01-19,2022-01-19,ahMLE,12,13
2022-01-19,2022-01-19,ahnr,12,12
2022-01-19,2022-01-19,AhoCorasickTrie,16,16
2022-01-19,2022-01-19,AHPhybrid,11,12
2022-01-19,2022-01-19,ahpsurvey,15,15
2022-01-19,2022-01-19,ahptopsis2n,11,12
2022-01-19,2022-01-19,AHR,1,1
2022-01-19,2022-01-19,aibd,11,11
2022-01-19,2022-01-19,AICcmodavg,234,344
2022-01-19,2022-01-19,AID,21,35
2022-01-19,2022-01-19,aidar,11,11
2022-01-19,2022-01-19,aif360,10,10
2022-01-19,2022-01-19,AIG,12,12
2022-01-19,2022-01-19,AIGIS,1,1
2022-01-19,2022-01-19,aimPlot,10,10
2022-01-19,2022-01-19,aimsir17,12,12
2022-01-19,2022-01-19,AIPW,13,14
